Date,Open,High,Low,Close,Adj Close,Volume
2010-02-05,24.995001,25.025000,24.995001,25.025000,0.000000,670
2010-02-08,24.719999,24.790001,24.719999,24.790001,0.000000,333
2010-02-09,24.795000,24.795000,24.740000,24.754999,0.000000,50
2010-02-10,24.280001,24.280001,24.000000,24.000000,0.000000,2450
2010-02-11,24.180000,24.500000,24.180000,24.500000,0.000000,1200
2010-02-12,24.445000,24.590000,24.445000,24.535000,0.000000,500
2010-02-15,24.219999,24.500000,24.219999,24.450001,0.000000,3900
2010-02-16,24.525000,24.775000,24.525000,24.775000,0.000000,333
2010-02-17,25.094999,25.400000,25.094999,25.400000,0.000000,200
2010-02-18,25.219999,25.219999,25.219999,25.219999,0.000000,0
2010-02-19,24.870001,24.870001,24.870001,24.870001,0.000000,0
2010-02-22,25.500000,25.500000,25.500000,25.500000,0.000000,50
2010-02-23,24.885000,24.955000,24.885000,24.955000,0.000000,4
2010-02-24,25.115000,25.145000,25.115000,25.145000,0.000000,100
2010-02-25,25.245001,25.245001,25.245001,25.245001,0.000000,0
2010-02-26,25.230000,25.230000,25.230000,25.230000,0.000000,0
2010-03-01,25.180000,25.320000,25.180000,25.320000,0.000000,50
2010-03-02,25.400000,25.799999,25.400000,25.799999,0.000000,130
2010-03-03,25.510000,25.584999,25.510000,25.584999,0.000000,500
2010-03-04,25.420000,25.635000,25.420000,25.635000,0.000000,500
2010-03-05,25.445000,25.639999,25.445000,25.639999,0.000000,330
2010-03-08,25.975000,26.000000,25.879999,25.879999,0.000000,880
2010-03-09,26.230000,26.495001,26.230000,26.415001,0.000000,530
2010-03-10,26.500000,26.500000,26.500000,26.500000,0.000000,0
2010-03-11,26.379999,26.450001,26.379999,26.450001,0.000000,322
2010-03-12,26.420000,26.420000,26.420000,26.420000,0.000000,0
2010-03-15,26.299999,26.299999,26.299999,26.299999,0.000000,0
2010-03-16,26.420000,26.430000,26.420000,26.420000,0.000000,3691
2010-03-17,25.934999,26.230000,25.934999,26.230000,0.000000,50
2010-03-18,25.900000,26.299999,25.900000,26.299999,0.000000,12
2010-03-19,26.299999,26.424999,26.299999,26.405001,0.000000,150
2010-03-22,26.485001,26.485001,26.485001,26.485001,0.000000,0
2010-03-23,26.514999,26.514999,26.514999,26.514999,0.000000,0
2010-03-24,26.395000,26.680000,26.395000,26.680000,0.000000,45
2010-03-25,26.600000,26.600000,26.600000,26.600000,0.000000,0
2010-03-26,26.285000,26.285000,26.285000,26.285000,0.000000,0
2010-03-29,26.045000,26.045000,26.045000,26.045000,0.000000,0
2010-03-30,26.190001,26.190001,26.190001,26.190001,0.000000,0
2010-03-31,26.219999,26.219999,26.190001,26.190001,0.000000,160
2010-04-01,25.955000,25.955000,25.955000,25.955000,0.000000,0
2010-04-06,26.145000,26.525000,26.145000,26.525000,0.000000,900
2010-04-07,26.285000,26.285000,26.285000,26.285000,0.000000,0
2010-04-08,26.200001,26.264999,26.200001,26.264999,0.000000,20
2010-04-09,26.200001,26.340000,26.200001,26.340000,0.000000,230
2010-04-12,25.975000,25.975000,25.684999,25.684999,0.000000,21
2010-04-13,25.665001,25.665001,25.665001,25.665001,0.000000,0
2010-04-14,25.555000,25.565001,25.555000,25.565001,0.000000,1000
2010-04-15,25.525000,25.719999,25.525000,25.719999,0.000000,278
2010-04-16,25.555000,25.559999,25.555000,25.559999,0.000000,150
2010-04-19,25.905001,25.905001,25.605000,25.605000,0.000000,303
2010-04-20,25.485001,26.004999,25.485001,26.004999,0.000000,60
2010-04-21,25.735001,26.000000,25.735001,26.000000,0.000000,50
2010-04-22,25.375000,25.375000,25.375000,25.375000,0.000000,0
2010-04-23,25.855000,25.985001,25.780001,25.780001,0.000000,124
2010-04-26,26.120001,26.120001,26.120001,26.120001,0.000000,0
2010-04-27,26.424999,26.424999,26.424999,26.424999,0.000000,0
2010-04-28,26.575001,26.575001,26.299999,26.299999,0.000000,1120
2010-04-29,26.299999,26.400000,26.070000,26.070000,0.000000,2341
2010-04-30,25.475000,25.475000,25.475000,25.475000,0.000000,0
2010-05-03,25.379999,25.379999,25.350000,25.350000,0.000000,21
2010-05-04,25.510000,25.510000,25.510000,25.510000,0.000000,0
2010-05-05,25.790001,25.879999,25.559999,25.559999,0.000000,624
2010-05-06,25.975000,25.975000,25.975000,25.975000,0.000000,0
2010-05-07,25.955000,25.955000,25.495001,25.495001,0.000000,1045
2010-05-10,25.174999,25.780001,25.139999,25.780001,0.000000,435
2010-05-11,25.395000,25.395000,25.395000,25.395000,0.000000,0
2010-05-12,25.665001,25.665001,25.665001,25.665001,0.000000,0
2010-05-13,25.825001,25.825001,25.825001,25.825001,0.000000,0
2010-05-14,25.799999,25.895000,25.799999,25.815001,0.000000,457
2010-05-17,26.309999,26.309999,26.075001,26.090000,0.000000,57
2010-05-18,26.115000,26.115000,26.115000,26.115000,0.000000,0
2010-05-19,26.440001,26.715000,26.440001,26.715000,0.000000,65
2010-05-20,25.410000,25.410000,24.770000,24.770000,0.000000,501
2010-05-21,24.715000,25.000000,24.295000,24.830000,0.000000,420
2010-05-24,24.754999,24.754999,24.754999,24.754999,0.000000,0
2010-05-25,24.959999,25.020000,24.959999,25.020000,0.000000,238
2010-05-26,24.570000,24.570000,24.570000,24.570000,0.000000,0
2010-05-27,24.770000,25.250000,24.770000,25.250000,0.000000,150
2010-05-28,24.510000,24.510000,24.495001,24.495001,0.000000,238
2010-05-31,24.570000,24.570000,24.570000,24.570000,0.000000,0
2010-06-01,24.690001,24.690001,24.690001,24.690001,0.000000,0
2010-06-02,24.080000,24.080000,23.785000,23.785000,0.000000,933
2010-06-03,24.750000,25.100000,24.750000,25.100000,0.000000,125
2010-06-04,24.850000,25.365000,24.850000,25.100000,0.000000,769
2010-06-07,24.475000,24.790001,24.475000,24.790001,0.000000,19
2010-06-08,24.379999,24.549999,24.379999,24.545000,0.000000,25
2010-06-09,24.195000,24.195000,23.950001,23.950001,0.000000,733
2010-06-10,23.780001,23.780001,23.780001,23.780001,0.000000,0
2010-06-11,23.629999,23.629999,23.500000,23.500000,0.000000,240
2010-06-14,24.115000,24.200001,24.115000,24.200001,0.000000,56
2010-06-15,23.945000,24.299999,23.945000,24.115000,0.000000,2900
2010-06-16,24.250000,24.250000,24.250000,24.250000,0.000000,0
2010-06-17,24.309999,24.309999,24.309999,24.309999,0.000000,0
2010-06-18,24.000000,24.209999,24.000000,24.209999,0.000000,165
2010-06-21,24.575001,24.575001,24.575001,24.575001,0.000000,0
2010-06-22,24.590000,24.590000,24.590000,24.590000,0.000000,0
2010-06-23,24.309999,24.309999,24.309999,24.309999,0.000000,0
2010-06-24,24.250000,24.250000,24.250000,24.250000,0.000000,0
2010-06-25,24.045000,24.250000,24.045000,24.250000,0.000000,214
2010-06-28,24.180000,24.180000,24.000000,24.000000,0.000000,1700
2010-06-29,24.155001,24.155001,24.155001,24.155001,0.000000,0
2010-06-30,23.770000,23.770000,23.770000,23.770000,0.000000,0
2010-07-01,23.100000,23.230000,23.100000,23.230000,0.000000,40
2010-07-02,22.520000,22.799999,22.520000,22.799999,0.000000,39
2010-07-05,22.610001,22.610001,22.610001,22.610001,0.000000,0
2010-07-06,23.105000,23.395000,23.105000,23.395000,0.000000,17
2010-07-07,22.815001,22.815001,22.815001,22.815001,0.000000,0
2010-07-08,23.240000,23.240000,23.240000,23.240000,0.000000,0
2010-07-09,23.030001,23.030001,23.030001,23.030001,0.000000,0
2010-07-12,23.875000,23.889999,23.875000,23.889999,0.000000,70
2010-07-13,23.559999,23.559999,23.559999,23.559999,0.000000,0
2010-07-14,24.135000,24.235001,24.135000,24.235001,0.000000,59
2010-07-15,23.760000,23.760000,23.760000,23.760000,0.000000,0
2010-07-16,23.400000,23.400000,23.400000,23.400000,0.000000,0
2010-07-19,23.424999,23.424999,23.080000,23.080000,0.000000,160
2010-07-20,22.875000,23.110001,22.875000,23.110001,0.000000,44
2010-07-21,23.065001,23.065001,23.065001,23.065001,0.000000,0
2010-07-22,23.225000,23.455000,23.139999,23.139999,0.000000,32
2010-07-23,23.379999,23.565001,23.379999,23.565001,0.000000,130
2010-07-26,23.340000,23.340000,23.340000,23.340000,0.000000,0
2010-07-27,23.285000,23.285000,23.285000,23.285000,0.000000,0
2010-07-28,23.510000,23.650000,23.510000,23.650000,0.000000,300
2010-07-29,23.715000,24.245001,23.715000,24.100000,0.000000,843
2010-07-30,23.805000,24.209999,23.805000,24.209999,0.000000,900
2010-08-02,25.139999,25.139999,24.750000,25.080000,0.000000,1899
2010-08-03,24.889999,25.000000,24.889999,25.000000,0.000000,399
2010-08-04,24.450001,24.850000,24.450001,24.850000,0.000000,700
2010-08-05,25.075001,25.240000,25.000000,25.000000,0.000000,1740
2010-08-06,25.510000,25.600000,25.510000,25.600000,0.000000,100
2010-08-09,25.065001,25.299999,25.045000,25.299999,0.000000,494
2010-08-10,25.285000,25.285000,25.285000,25.285000,0.000000,0
2010-08-11,24.900000,24.900000,24.860001,24.865000,0.000000,500
2010-08-12,25.080000,25.080000,25.080000,25.080000,0.000000,0
2010-08-13,25.035000,25.290001,25.035000,25.100000,0.000000,170
2010-08-16,24.969999,25.049999,24.969999,25.049999,0.000000,100
2010-08-17,25.110001,25.110001,25.110001,25.110001,0.000000,0
2010-08-18,25.665001,25.665001,25.665001,25.665001,0.000000,0
2010-08-19,25.905001,25.950001,25.905001,25.950001,0.000000,100
2010-08-20,25.650000,25.889999,25.650000,25.775000,0.000000,135
2010-08-23,25.750000,25.830000,25.709999,25.830000,0.000000,700
2010-08-24,26.000000,26.379999,26.000000,26.379999,0.000000,410
2010-08-25,25.325001,25.325001,25.325001,25.325001,0.000000,0
2010-08-26,25.465000,25.575001,25.465000,25.575001,0.000000,40
2010-08-27,26.004999,26.235001,26.004999,26.235001,0.000000,20
2010-08-30,26.215000,26.440001,26.215000,26.389999,0.000000,511
2010-08-31,25.870001,25.879999,25.870001,25.879999,0.000000,80
2010-09-01,25.985001,25.985001,25.985001,25.985001,0.000000,0
2010-09-02,26.340000,26.344999,26.055000,26.055000,0.000000,1015
2010-09-03,25.985001,25.985001,25.985001,25.985001,0.000000,0
2010-09-06,26.075001,26.075001,26.075001,26.075001,0.000000,0
2010-09-07,26.094999,26.094999,26.055000,26.055000,0.000000,700
2010-09-08,25.670000,25.670000,25.670000,25.670000,0.000000,0
2010-09-09,26.000000,26.000000,26.000000,26.000000,0.000000,0
2010-09-10,26.000000,26.000000,26.000000,26.000000,0.000000,0
2010-09-13,26.200001,26.200001,26.200001,26.200001,0.000000,0
2010-09-14,26.280001,26.420000,26.100000,26.100000,0.000000,623
2010-09-15,26.650000,26.650000,26.410000,26.600000,0.000000,600
2010-09-16,26.520000,26.520000,26.090000,26.344999,0.000000,1410
2010-09-17,26.665001,26.809999,26.665001,26.809999,0.000000,40
2010-09-20,26.809999,26.844999,26.764999,26.844999,0.000000,213
2010-09-21,26.790001,26.790001,26.790001,26.790001,0.000000,0
2010-09-22,26.010000,26.010000,26.000000,26.000000,0.000000,200
2010-09-23,25.725000,26.120001,25.725000,26.120001,0.000000,450
2010-09-24,25.815001,25.815001,25.815001,25.815001,0.000000,0
2010-09-27,26.500000,26.500000,26.285000,26.285000,0.000000,1500
2010-09-28,26.570000,26.570000,26.110001,26.110001,0.000000,121
2010-09-29,26.219999,26.250000,26.219999,26.250000,0.000000,10000
2010-09-30,26.075001,26.170000,25.950001,26.170000,0.000000,900
2010-10-01,26.135000,26.135000,26.135000,26.135000,0.000000,0
2010-10-04,26.110001,26.110001,26.110001,26.110001,0.000000,0
2010-10-05,26.115000,26.115000,26.115000,26.115000,0.000000,0
2010-10-06,26.129999,26.219999,26.125000,26.219999,0.000000,151
2010-10-07,25.900000,25.900000,25.900000,25.900000,0.000000,0
2010-10-08,25.934999,26.174999,25.934999,26.174999,0.000000,33
2010-10-11,26.230000,26.230000,26.230000,26.230000,0.000000,2
2010-10-12,25.719999,25.719999,25.719999,25.719999,0.000000,0
2010-10-13,25.605000,25.605000,25.605000,25.605000,0.000000,0
2010-10-14,26.170000,26.170000,25.900000,26.000000,0.000000,1100
2010-10-15,25.785000,25.785000,25.785000,25.785000,0.000000,0
2010-10-18,26.445000,26.445000,26.445000,26.445000,0.000000,0
2010-10-19,26.389999,26.764999,26.389999,26.764999,0.000000,28
2010-10-20,26.235001,26.235001,26.235001,26.235001,0.000000,0
2010-10-21,25.915001,26.004999,25.915001,26.004999,0.000000,408
2010-10-22,25.799999,25.910000,25.799999,25.830000,0.000000,291
2010-10-25,25.805000,25.950001,25.770000,25.915001,0.000000,545
2010-10-26,25.650000,25.834999,25.650000,25.834999,0.000000,180
2010-10-27,26.004999,26.004999,26.004999,26.004999,0.000000,280
2010-10-28,25.985001,25.985001,25.985001,25.985001,0.000000,0
2010-10-29,26.070000,26.270000,26.070000,26.270000,0.000000,300
2010-11-01,24.889999,24.945000,24.555000,24.555000,0.000000,1793
2010-11-02,24.250000,24.520000,24.115000,24.520000,0.000000,1113
2010-11-03,24.370001,24.535000,24.084999,24.535000,0.000000,670
2010-11-04,24.135000,24.135000,24.129999,24.129999,0.000000,66
2010-11-05,24.950001,25.375000,24.950001,25.375000,0.000000,300
2010-11-08,26.135000,26.309999,26.135000,26.184999,0.000000,60
2010-11-09,26.400000,26.480000,26.180000,26.480000,0.000000,500
2010-11-10,26.725000,26.934999,26.620001,26.934999,0.000000,452
2010-11-11,26.680000,26.905001,26.680000,26.695000,0.000000,591
2010-11-12,26.715000,26.820000,26.715000,26.820000,0.000000,160
2010-11-15,26.705000,27.000000,26.705000,27.000000,0.000000,97
2010-11-16,26.635000,26.635000,26.580000,26.580000,0.000000,135
2010-11-17,27.275000,27.275000,27.160000,27.160000,0.000000,250
2010-11-18,27.540001,27.540001,27.510000,27.510000,0.000000,1050
2010-11-19,27.320000,27.320000,27.320000,27.320000,0.000000,0
2010-11-22,27.115000,27.375000,27.094999,27.375000,0.000000,604
2010-11-23,27.355000,27.549999,27.129999,27.469999,0.000000,740
2010-11-24,27.320000,27.709999,27.320000,27.709999,0.000000,750
2010-11-25,27.469999,27.469999,27.360001,27.360001,0.000000,365
2010-11-26,27.424999,27.775000,27.424999,27.775000,0.000000,210
2010-11-29,27.520000,27.924999,27.520000,27.924999,0.000000,5385
2010-11-30,27.105000,27.605000,27.105000,27.605000,0.000000,75
2010-12-01,28.200001,28.459999,27.950001,28.459999,0.000000,2184
2010-12-02,28.455000,28.455000,28.100000,28.100000,0.000000,280
2010-12-03,28.280001,28.280001,28.165001,28.165001,0.000000,140
2010-12-06,28.135000,28.690001,28.135000,28.629999,0.000000,236
2010-12-07,27.530001,27.965000,27.530001,27.889999,0.000000,400
2010-12-08,27.985001,27.985001,27.825001,27.825001,0.000000,150
2010-12-09,28.309999,28.309999,28.309999,28.309999,0.000000,0
2010-12-10,28.020000,28.120001,28.020000,28.120001,0.000000,500
2010-12-13,28.330000,28.330000,28.299999,28.299999,0.000000,100
2010-12-14,27.980000,28.309999,27.980000,28.309999,0.000000,150
2010-12-15,28.190001,28.205000,28.150000,28.150000,0.000000,260
2010-12-16,28.690001,28.889999,28.690001,28.889999,0.000000,1158
2010-12-17,28.700001,28.700001,28.700001,28.700001,0.000000,0
2010-12-20,29.475000,29.969999,29.475000,29.969999,0.000000,560
2010-12-21,29.695000,30.000000,29.695000,30.000000,0.000000,255
2010-12-22,29.770000,30.155001,29.770000,29.785000,0.000000,313
2010-12-23,30.330000,30.330000,30.040001,30.250000,0.000000,600
2010-12-27,30.020000,30.020000,29.895000,29.895000,0.000000,220
2010-12-28,30.055000,30.055000,29.940001,29.940001,0.000000,841
2010-12-29,29.910000,30.250000,29.910000,30.250000,0.000000,25
2010-12-30,30.270000,30.295000,30.270000,30.295000,0.000000,270
2011-01-03,30.235001,30.235001,29.565001,29.900000,0.000000,920
2011-01-04,29.500000,29.500000,29.500000,29.500000,0.000000,100
2011-01-05,29.264999,29.264999,29.080000,29.080000,0.000000,450
2011-01-06,29.565001,29.940001,29.565001,29.900000,0.000000,1515
2011-01-07,29.709999,29.709999,29.709999,29.709999,0.000000,0
2011-01-10,30.035000,30.320000,30.035000,30.320000,0.000000,25
2011-01-11,30.120001,30.270000,30.120001,30.270000,0.000000,200
2011-01-12,30.340000,30.434999,30.340000,30.434999,0.000000,80
2011-01-13,30.709999,30.934999,30.344999,30.504999,0.000000,391
2011-01-14,30.350000,30.350000,30.350000,30.350000,0.000000,5
2011-01-17,29.900000,29.900000,29.900000,29.900000,0.000000,0
2011-01-18,29.885000,29.885000,29.885000,29.885000,0.000000,0
2011-01-19,29.865000,30.215000,29.795000,29.795000,0.000000,1465
2011-01-20,29.900000,29.900000,29.900000,29.900000,0.000000,0
2011-01-21,29.110001,29.500000,29.025000,29.500000,0.000000,120
2011-01-24,29.955000,29.955000,29.955000,29.955000,0.000000,0
2011-01-25,30.320000,30.600000,30.320000,30.600000,0.000000,40
2011-01-26,30.690001,30.940001,30.690001,30.940001,0.000000,20
2011-01-27,31.059999,31.059999,30.754999,30.754999,0.000000,300
2011-01-28,30.780001,31.150000,30.780001,31.150000,0.000000,600
2011-01-31,31.315001,31.350000,30.680000,31.350000,0.000000,856
2011-02-01,31.070000,31.440001,31.070000,31.440001,0.000000,950
2011-02-02,31.469999,31.690001,31.469999,31.690001,0.000000,75
2011-02-03,31.010000,31.250000,31.010000,31.250000,0.000000,200
2011-02-04,31.360001,31.360001,31.360001,31.360001,0.000000,0
2011-02-07,31.059999,31.400000,31.059999,31.400000,0.000000,50
2011-02-08,31.584999,31.584999,31.584999,31.584999,0.000000,57
2011-02-09,31.549999,31.549999,31.549999,31.549999,0.000000,0
2011-02-10,31.080000,31.455000,31.080000,31.455000,0.000000,50
2011-02-11,31.014999,31.570000,31.014999,31.570000,0.000000,85
2011-02-14,32.090000,32.090000,32.090000,32.090000,0.000000,0
2011-02-15,32.465000,32.465000,32.340000,32.340000,0.000000,100
2011-02-16,31.975000,32.154999,31.975000,32.154999,0.000000,20
2011-02-17,32.314999,32.314999,32.314999,32.314999,0.000000,0
2011-02-18,32.509998,32.555000,32.509998,32.555000,0.000000,88
2011-02-21,32.119999,32.474998,32.119999,32.474998,0.000000,200
2011-02-22,31.639999,31.780001,31.370001,31.385000,0.000000,501
2011-02-23,31.000000,31.000000,31.000000,31.000000,0.000000,50
2011-02-24,30.625000,30.980000,30.485001,30.934999,0.000000,416
2011-02-25,31.059999,31.510000,31.059999,31.510000,0.000000,200
2011-02-28,31.270000,31.459999,31.270000,31.400000,0.000000,120
2011-03-01,31.549999,31.549999,31.549999,31.549999,0.000000,0
2011-03-02,30.930000,31.000000,30.930000,31.000000,0.000000,10000
2011-03-03,30.895000,31.055000,30.895000,31.055000,0.000000,2280
2011-03-04,30.600000,30.600000,30.450001,30.450001,0.000000,2125
2011-03-07,30.000000,30.080000,29.650000,29.950001,0.000000,290
2011-03-08,29.600000,29.834999,29.600000,29.834999,0.000000,650
2011-03-09,29.605000,29.740000,29.605000,29.740000,0.000000,10
2011-03-10,29.434999,29.434999,29.434999,29.434999,0.000000,0
2011-03-11,29.084999,29.084999,28.430000,28.715000,0.000000,1257
2011-03-14,26.504999,27.000000,26.125000,26.895000,0.000000,11805
2011-03-15,25.705000,27.870001,25.004999,27.510000,0.000000,6342
2011-03-16,26.920000,28.000000,26.805000,26.805000,0.000000,2696
2011-03-17,27.379999,27.920000,27.379999,27.605000,0.000000,1371
2011-03-18,26.809999,27.590000,26.809999,27.590000,0.000000,3315
2011-03-21,27.820000,28.879999,27.820000,28.010000,0.000000,4763
2011-03-22,27.424999,27.725000,27.209999,27.209999,0.000000,2642
2011-03-23,26.764999,27.325001,26.700001,27.299999,0.000000,2910
2011-03-24,26.379999,26.514999,26.379999,26.514999,0.000000,1059
2011-03-25,26.010000,26.075001,25.930000,26.075001,0.000000,486
2011-03-28,26.230000,26.795000,26.230000,26.525000,0.000000,547
2011-03-29,26.360001,26.620001,26.315001,26.620001,0.000000,53
2011-03-30,26.540001,26.850000,26.540001,26.850000,0.000000,1343
2011-03-31,26.870001,26.870001,26.535000,26.535000,0.000000,926
